price,link,number_of_rooms,area,floor,district,address
28600000,https://krisha.kz/a/show/1000213398,3,69.0,8,Unknown District,қордай 99
24400000,https://krisha.kz/a/show/760714202,1,40.0,7,Есильский р-н, Улы дала 86 — Аль-Фараби
30000000,https://krisha.kz/a/show/760344841,2,76.4,9,Сарыарка р-н, Сейфуллина 3 — 60 школа лицей
28500000,https://krisha.kz/a/show/699865026,1,50.0,6,Нура р-н, Кайым Мухамедханов 21/2 — Коргалжинское шоссе
36700000,https://krisha.kz/a/show/699474754,2,59.0,8,Есильский р-н, Керей-Жанибек хандар 44/2
59700000,https://krisha.kz/a/show/699296885,2,72.0,9,Есильский р-н, Мухамедханова 4/1 — БИЗНЕС КЛАСС
41000000,https://krisha.kz/a/show/698604997,3,108.0,14,р-н Байконур, Кенесары 65 — Пересечение Кенесары-Валиханова
22500000,https://krisha.kz/a/show/698486525,2,54.3,10,Алматы р-н, Кошкарбаева 27 — Нурмагамбетова Кошкарбаева
62665200,https://krisha.kz/a/show/696724507,4,121.68,5,Есильский р-н, Е 496 7
51781120,https://krisha.kz/a/show/761717061,4,114.56,5,Есильский р-н, Е-321 6/2
29236200,https://krisha.kz/a/show/677885334,2,69.61,5,Нура р-н, Култегин 17
23500000,https://krisha.kz/a/show/761377160,1,38.0,8,Есильский р-н, Аккум 22
27000000,https://krisha.kz/a/show/761915637,2,51.0,12,Алматы р-н, Тауелсиздик 40/1 — ГОРЯЧАЯ ЦЕНА
36000000,https://krisha.kz/a/show/761851241,2,67.2,5,Есильский р-н, Ш. Айтматова 53 — Шоссе Коргалжын
73000000,https://krisha.kz/a/show/761773439,3,93.0,9,Есильский р-н, Туран 52/5
26000000,https://krisha.kz/a/show/761770012,2,68.3,6,р-н Байконур, Сембинова
68000000,https://krisha.kz/a/show/761415401,4,127.2,9,Сарыарка р-н, Сарыарка 3
44000000,https://krisha.kz/a/show/760022246,3,95.0,12,Есильский р-н, Сауран 3/1 — Пересечение с Сыганак
18539000,https://krisha.kz/a/show/698426984,2,56.18,12,Сарайшык р-н, Каршыга Ахмедьярова 2
55500000,https://krisha.kz/a/show/696747379,3,85.2,4,Нура р-н, Толе би 25/1 — Толеби-ТУРАН- Улы дала
35924000,https://krisha.kz/a/show/694508586,3,89.81,5,Есильский р-н, Е-779 32
20000000,https://krisha.kz/a/show/1000153130,1,36.5,4,Нура р-н, Казыбек би 7/1 — Binom школа
24000000,https://krisha.kz/a/show/761252246,1,36.95,5,Есильский р-н, Бектурова 4 — Выгодное предложение
37000000,https://krisha.kz/a/show/760988492,2,60.0,9,Есильский р-н, Сыганак 54/1 — Возле абудаби плаза
63000000,https://krisha.kz/a/show/698939897,3,106.9,12,Нура р-н, Кабанбай батыра 29
34000000,https://krisha.kz/a/show/696350391,3,85.0,4,Сарыарка р-н, Женис 72 — Ильяса Есенберлина
36000000,https://krisha.kz/a/show/691585349,2,65.0,5,Есильский р-н, Туран 83/1
37553680,https://krisha.kz/a/show/695111439,2,72.08,5,Есильский р-н, Жошы Хан 20
15039500,https://krisha.kz/a/show/762170353,1,42.97,5,Есильский р-н, Е-779 32/1
70000000,https://krisha.kz/a/show/761349895,2,80.0,4,Есильский р-н, Керей жанибек 50/1
33000000,https://krisha.kz/a/show/762214648,2,67.2,21,Есильский р-н, Достык 5
24000000,https://krisha.kz/a/show/761478863,2,50.0,2,Алматы р-н, Абылай хан 11/3 27
86000000,https://krisha.kz/a/show/761312682,4,130.0,7,Есильский р-н, Мангилик Ел 26А — Триумфальная Арка
55000000,https://krisha.kz/a/show/760266531,3,90.0,12,Есильский р-н, Казыбек би — Казыбек Би
32000000,https://krisha.kz/a/show/760205144,2,68.3,2,Алматы р-н, Тауелсиздик 34/9
21200000,https://krisha.kz/a/show/699796213,1,49.0,8,Есильский р-н, Е430 2А
36000000,https://krisha.kz/a/show/698324608,3,81.3,8,р-н Байконур, Улица Александр Бараев 25
25900000,https://krisha.kz/a/show/685982115,3,63.0,9,Алматы р-н, Жумекена Нажимеденова 19
27500000,https://krisha.kz/a/show/761302675,2,62.0,5,Сарайшык р-н, А-62 1/2
14546800,https://krisha.kz/a/show/760964455,1,35.48,5,Сарайшык р-н, Мухамеджан Тынышбайулы 10
56629680,https://krisha.kz/a/show/761883391,3,102.59,5,Нура р-н, Туран 57/6
101223150,https://krisha.kz/a/show/697909174,4,135.87,5,Нура р-н, Бухар жырау 20
21500000,https://krisha.kz/a/show/761416085,1,35.6,10,Сарыарка р-н, Чингиз Айтматов 77/10
21000000,https://krisha.kz/a/show/761252402,1,40.0,15,Алматы р-н, А. Байтурсынова 32/2 — Вокзал Нурлы Жол
27500000,https://krisha.kz/a/show/696869276,3,100.0,8,Есильский р-н, мкр Шубар
69000000,https://krisha.kz/a/show/694098072,3,85.0,10,Нура р-н, Толе би 61 — ТРЦ ХАН ШАТЫР
38000000,https://krisha.kz/a/show/693282531,2,81.4,9,Есильский р-н, Сарайшык 34 — МИД.РК
31500000,https://krisha.kz/a/show/673114052,3,105.73,4,Есильский р-н, Кабанбай батыра 75a
82562190,https://krisha.kz/a/show/698214881,4,130.43,5,Есильский р-н, Турар Рыскулов 18
55824800,https://krisha.kz/a/show/698214877,3,90.04,5,Есильский р-н, Турар Рыскулов 18
31300000,https://krisha.kz/a/show/689252931,2,71.2,5,Unknown District,Молдагалиева
180108710,https://krisha.kz/a/show/688395501,4,179.57,5,Алматы р-н, переулок Тасшокы 4
59012520,https://krisha.kz/a/show/697968792,2,68.46,5,Нура р-н, Кайым Мухамедханов 6/1
38000000,https://krisha.kz/a/show/762257872,3,77.0,3,Есильский р-н, Мәңгілік Ел 22
16900000,https://krisha.kz/a/show/761972444,1,28.0,12,Есильский р-н, Туркестан — Горящий вариант!!!
19000000,https://krisha.kz/a/show/761919075,2,50.0,3,р-н Байконур, Переулок Ташенова 8 — Ташенова бараева
35000000,https://krisha.kz/a/show/761914274,2,46.0,3,Есильский р-н, Туран 52/2
19500000,https://krisha.kz/a/show/760843055,1,37.6,2,Алматы р-н, Аманжол Болекпаев 19
33990000,https://krisha.kz/a/show/699058860,3,78.4,12,Сарыарка р-н, Абая 10/2
71907030,https://krisha.kz/a/show/761883872,4,134.91,5,Нура р-н, Туран 57/6
38796330,https://krisha.kz/a/show/761882777,2,68.91,5,Нура р-н, Туран 57/6
56691150,https://krisha.kz/a/show/694707423,3,81.57,5,Есильский р-н, Бухар Жырау 33
40376930,https://krisha.kz/a/show/761716484,3,72.49,5,Есильский р-н, Е-321 6/2
16275000,https://krisha.kz/a/show/697435940,1,38.75,5,Нура р-н, Е-430 3
28000000,https://krisha.kz/a/show/760663902,2,47.0,2,Есильский р-н, Туран 55е — За магнумом
42000000,https://krisha.kz/a/show/762153192,2,49.0,13,Нура р-н, Туран 43/6
56000000,https://krisha.kz/a/show/761928830,3,106.9,4,Есильский р-н, мкр Комсомольский
29500000,https://krisha.kz/a/show/761726822,3,60.0,6,Алматы р-н, Жумекена Нажимеденова 19
57000000,https://krisha.kz/a/show/760925450,3,109.0,4,Есильский р-н, мкр Комсомольский
37000000,https://krisha.kz/a/show/760846931,2,60.0,6,Нура р-н, Казыбек Би 7
38500000,https://krisha.kz/a/show/760230539,3,72.2,4,Есильский р-н, Туркестан 4Б
22800000,https://krisha.kz/a/show/699940061,1,51.0,9,Есильский р-н, Керей и  Жанибек хандар 9
28500000,https://krisha.kz/a/show/693803409,2,70.0,3,Алматы р-н, Абылайхана 55
60000000,https://krisha.kz/a/show/691420868,3,105.0,4,Есильский р-н, Керей и Жанибек хандар 22
23500000,https://krisha.kz/a/show/687654672,2,48.0,2,Алматы р-н, Кажымукана
54000000,https://krisha.kz/a/show/677584939,3,107.0,6,Алматы р-н, Нажимеденова 16е — Музыкально-драматический театр им. К. Куанышбаева
36313530,https://krisha.kz/a/show/760415890,2,64.73,5,Есильский р-н, Турар Рыскулов 18/5
27035100,https://krisha.kz/a/show/699979993,2,58.14,5,Нура р-н, Сыганак 12
26787420,https://krisha.kz/a/show/682920205,3,74.7,5,Алматы р-н,unknown
10472000,https://krisha.kz/a/show/1000177037,1,30.8,5,Сарыарка р-н, 189
37000000,https://krisha.kz/a/show/1000220759,3,104.0,2,Нура р-н, мкр Уркер Е-601
33000000,https://krisha.kz/a/show/762333089,3,90.0,12,Алматы р-н, Жургенова — Байтурсынова
21000000,https://krisha.kz/a/show/761342690,3,60.4,5,р-н Байконур, Сабыр Рахимова 36 — Тц Жаннур
53000000,https://krisha.kz/a/show/761314445,2,65.0,14,Есильский р-н, Мангилик ел 62/3 — ЭКСПО
17000000,https://krisha.kz/a/show/761295031,1,34.3,12,Сарыарка р-н, Нургиса Тлендиева 42 — Проспект Тлендиева и пересечение улицы Кайнар. Школа гимназия номер 68 имени Миржакипа Дулатова
28400000,https://krisha.kz/a/show/760813660,1,42.1,3,Есильский р-н, Толе би 16
21500000,https://krisha.kz/a/show/697458678,2,56.0,4,Сарыарка р-н, К.Байсеитова 8 — Конституции
33000000,https://krisha.kz/a/show/696542795,2,55.0,4,Нура р-н, Сыганак 32
55000000,https://krisha.kz/a/show/695898143,3,165.0,15,р-н Байконур, Кенесары 52 — Кенесары валиханова
45320340,https://krisha.kz/a/show/761882787,2,77.87,5,Нура р-н, Туран 57/6
16910000,https://krisha.kz/a/show/682885986,1,44.5,5,Алматы р-н, Шаймерденова 4/3
51591430,https://krisha.kz/a/show/697968791,2,64.57,5,Нура р-н, Кайым Мухамедханов 6/1
62670600,https://krisha.kz/a/show/690475687,4,112.92,5,Сарайшык р-н, Ахмет Байтурсынулы 14
46690000,https://krisha.kz/a/show/690129720,3,80.5,5,Нура р-н, Туран 71
84216800,https://krisha.kz/a/show/688329603,3,105.8,5,Нура р-н, Толе би 52
100764000,https://krisha.kz/a/show/672075643,3,125.3,5,Алматы р-н, Калдаякова — Тауелсыздык
52963950,https://krisha.kz/a/show/762069519,4,112.45,5,Нура р-н, Е-15 5
54845200,https://krisha.kz/a/show/761729464,3,88.46,5,Нура р-н, Туран 57д
34754640,https://krisha.kz/a/show/761728322,2,64.72,5,Нура р-н, Туран 57д
73737000,https://krisha.kz/a/show/761883873,4,136.55,5,Нура р-н, Туран 57/6
52396190,https://krisha.kz/a/show/761883390,3,97.21,5,Нура р-н, Туран 57/6
56508000,https://krisha.kz/a/show/699607423,3,110.8,5,Сарайшык р-н, А-191 4
37777320,https://krisha.kz/a/show/698215357,3,71.82,5,Алматы р-н, Сагадат Нурмагамбетов 17
20577900,https://krisha.kz/a/show/695736656,1,50.19,5,Алматы р-н, Сафуан Шаймерденов 4/1
27141300,https://krisha.kz/a/show/695111433,1,51.21,5,Есильский р-н, Жошы Хан 20
28500000,https://krisha.kz/a/show/689253111,2,64.9,5,Unknown District,Молдагалиева
68074720,https://krisha.kz/a/show/688589239,4,127.96,5,Нура р-н, Сыганак
53994000,https://krisha.kz/a/show/688589223,3,89.99,5,Нура р-н, Сыганак
55000000,https://krisha.kz/a/show/761941075,3,87.3,8,Есильский р-н, Букар Жырау — Букейхана
29200000,https://krisha.kz/a/show/761854795,1,40.02,8,Есильский р-н, Е 496 7
14500000,https://krisha.kz/a/show/761716308,1,36.0,16,Алматы р-н, Кошкарбаева 27
56500000,https://krisha.kz/a/show/760423525,2,65.0,14,Нура р-н, Туран 39а — Сыганак
100000000,https://krisha.kz/a/show/760182135,4,200.0,6,Алматы р-н, Нажимеденова
47300000,https://krisha.kz/a/show/691048365,4,102.9,5,Unknown District,Е-36 5
23385010,https://krisha.kz/a/show/682153339,2,63.46,5,Алматы р-н, А62
15150600,https://krisha.kz/a/show/678784708,1,39.87,5,Есильский р-н, Е117
21212100,https://krisha.kz/a/show/678784702,2,57.33,5,Есильский р-н, Е117
10375000,https://krisha.kz/a/show/694458130,1,41.5,5,Сарыарка р-н, Н. Тлендиева 52
9400000,https://krisha.kz/a/show/682522512,1,37.6,5,Сарыарка р-н, Н. Тлендиева 52
15151500,https://krisha.kz/a/show/762170355,1,43.29,5,Есильский р-н, Е-779 32/1
12467000,https://krisha.kz/a/show/762170352,1,35.62,5,Есильский р-н, Е-779 32/1
19653150,https://krisha.kz/a/show/760405238,1,41.55,5,Нура р-н, Е 103 5
41050620,https://krisha.kz/a/show/699008076,2,62.01,5,Нура р-н, Е 900 8
32032800,https://krisha.kz/a/show/696998368,2,59.32,5,Алматы р-н, Райымбек батыр 2
105307000,https://krisha.kz/a/show/694710371,3,133.3,5,Есильский р-н, Динмухамед Конаев 3
103346250,https://krisha.kz/a/show/688329610,4,133.35,5,Нура р-н, Толе би 52
27831010,https://krisha.kz/a/show/685378114,2,50.51,5,Нура р-н, Сыганак 4
32969860,https://krisha.kz/a/show/685378111,2,59.62,5,Нура р-н, Сыганак 4
34318780,https://krisha.kz/a/show/685378104,2,62.74,5,Нура р-н, Сыганак 4
29657973,https://krisha.kz/a/show/683926600,3,66.16,5,Есильский р-н, Казыбек би 41/1
30813200,https://krisha.kz/a/show/678611560,3,81.95,5,Есильский р-н, Улы Дала 46
58222000,https://krisha.kz/a/show/669387680,2,86.0,5,Есильский р-н, Достык 8/2
119625000,https://krisha.kz/a/show/669251946,4,159.5,5,Алматы р-н, Калдаякова — Тауелсыздык
25000000,https://krisha.kz/a/show/761834008,2,40.0,7,Алматы р-н, Ш.Калдаякова 40/1 — А30
33500000,https://krisha.kz/a/show/686120258,2,84.1,18,Алматы р-н, Айнакол 66/1
23000000,https://krisha.kz/a/show/673619681,2,54.0,4,Алматы р-н, Манаса 11/3
21572620,https://krisha.kz/a/show/762070169,1,40.78,5,Есильский р-н, Е 915 12
48211220,https://krisha.kz/a/show/761883388,3,77.51,5,Нура р-н, Туран 57/6
46696960,https://krisha.kz/a/show/761883384,3,74.24,5,Нура р-н, Туран 57/6
40208700,https://krisha.kz/a/show/686087379,3,93.4,5,Есильский р-н, Е-321 17/3
28900000,https://krisha.kz/a/show/762265440,2,48.4,10,Есильский р-н, Е 669 4
17500000,https://krisha.kz/a/show/762134186,1,34.55,11,Есильский р-н, Улы Дала 46
127000000,https://krisha.kz/a/show/761817829,4,157.0,6,Есильский р-н, Турар Рыскулов 3 — Бизнес +
33000000,https://krisha.kz/a/show/760644081,2,62.4,5,Алматы р-н, Ш.Калдаякова 40/1 — А30
17782000,https://krisha.kz/a/show/699679967,2,52.3,3,Нура р-н, Ч. Айтматова б/н — Молдагалиева
25500000,https://krisha.kz/a/show/698561865,2,51.0,4,Алматы р-н, Нажимеденов 40
29500000,https://krisha.kz/a/show/696112950,2,68.4,4,Есильский р-н, Сарайшык 7/1 — Сарайшык - Акмешет
40000000,https://krisha.kz/a/show/693471429,3,78.0,6,Есильский р-н, Туран 83/1
31752000,https://krisha.kz/a/show/762070324,2,52.92,5,Есильский р-н, Е 915 12
28935500,https://krisha.kz/a/show/699607415,2,52.61,5,Сарайшык р-н, А-191 4
158657680,https://krisha.kz/a/show/688395498,4,149.96,5,Алматы р-н, переулок Тасшокы 4
29225900,https://krisha.kz/a/show/682920206,3,81.5,5,Алматы р-н,unknown
38000000,https://krisha.kz/a/show/761414904,3,82.4,1,Есильский р-н, Е30 5 — Тәттімбет
48000000,https://krisha.kz/a/show/760628054,3,80.0,5,Нура р-н, Толе би 12/2
24800000,https://krisha.kz/a/show/760409575,2,71.1,5,Сарыарка р-н, Даулеткерей стр. 1а
22500000,https://krisha.kz/a/show/760116560,1,50.09,4,Есильский р-н, Бухар Жырау 25/1 — Бухар Жырау
51500000,https://krisha.kz/a/show/697917826,3,75.0,7,Алматы р-н, Сагадата Нурмагамбетова 32/1
20544000,https://krisha.kz/a/show/696592023,1,42.8,1,Есильский р-н, Орынбор Б\Н — Бокейхана
30000000,https://krisha.kz/a/show/678796313,2,56.7,8,Есильский р-н, Ильяс Омаров 27 — Мухамедханова
38809400,https://krisha.kz/a/show/686616904,2,72.95,5,Нура р-н, Анет Баба 4
21056750,https://krisha.kz/a/show/687015015,1,44.33,5,Нура р-н, Толе Би 35/1
58000000,https://krisha.kz/a/show/762062147,4,108.0,9,Алматы р-н, Нажимеденов 40 — Ұлы дала/Нәжімеденов
89800000,https://krisha.kz/a/show/761815521,5,186.0,4,р-н Байконур, Ташенова — Парк Ататюрк-Набережная
70000000,https://krisha.kz/a/show/761303516,4,134.0,8,Есильский р-н, Сарайшык 40
29700000,https://krisha.kz/a/show/760812349,2,63.3,3,Есильский р-н, Е15 3
23500000,https://krisha.kz/a/show/760438026,2,47.0,4,Сарыарка р-н, Бейбарыс Султан
50500000,https://krisha.kz/a/show/760285062,4,103.7,9,Сарыарка р-н, Женис 5/1
33000000,https://krisha.kz/a/show/699345206,1,43.4,10,Есильский р-н, Туркестан 14 — Орынбор
18300000,https://krisha.kz/a/show/698485608,1,48.0,11,Unknown District,Ш.Кудайбердыулы 24/1
31500000,https://krisha.kz/a/show/697982839,3,65.0,12,Есильский р-н, Айтматова 38
55000000,https://krisha.kz/a/show/694481863,4,100.0,1,Unknown District,Улы Дала 31/1 — Кабанбай батыра
32531240,https://krisha.kz/a/show/698215354,2,62.44,5,Алматы р-н, Сагадат Нурмагамбетов 17
32000000,https://krisha.kz/a/show/760739624,1,46.4,4,Есильский р-н, Кабанбай батыра 64 — Рыскулова
58000000,https://krisha.kz/a/show/760653391,3,113.3,4,Нура р-н, Туран 89/3 — Tamos Education
41000000,https://krisha.kz/a/show/699558206,2,68.0,13,Нура р-н, Е-36 5
30500000,https://krisha.kz/a/show/697270840,2,51.0,4,Нура р-н, Анет баба 13/2
77000000,https://krisha.kz/a/show/695658955,3,87.0,6,Есильский р-н, Хусейн Бен Талал 28
51000000,https://krisha.kz/a/show/695371279,3,83.7,16,Алматы р-н, Калдаякова 23/1 — Нажмеденова
43000000,https://krisha.kz/a/show/676432362,3,81.0,13,Сарыарка р-н, Сарыарка 3
58293000,https://krisha.kz/a/show/760981872,3,114.3,5,Сарайшык р-н, А-191 4
55386000,https://krisha.kz/a/show/688589235,3,92.31,5,Нура р-н, Сыганак
60784000,https://krisha.kz/a/show/681844954,3,92.8,5,Unknown District,Туран 39а
31804500,https://krisha.kz/a/show/762170361,3,81.55,5,Есильский р-н, Е-779 32/1
18396300,https://krisha.kz/a/show/760068647,1,34.45,5,Нура р-н, Е 103 5
52453170,https://krisha.kz/a/show/694718704,2,75.69,5,Есильский р-н, Турар Рыскулова
40381800,https://krisha.kz/a/show/690477045,2,72.76,5,Есильский р-н, Мангилик Ел — Хусейн бен Талал
15700000,https://krisha.kz/a/show/762080077,1,34.8,6,Алматы р-н, А 105 11
47000000,https://krisha.kz/a/show/761767818,3,78.5,13,Алматы р-н, Байтурсынова 16 — А51
11670000,https://krisha.kz/a/show/761657290,1,38.9,4,Нура р-н, мкр Уркер — Узак батыр
57599990,https://krisha.kz/a/show/699912183,3,86.0,7,Нура р-н, Кабанбай Батыра — Бухар жырау
50742650,https://krisha.kz/a/show/761729466,3,89.81,5,Нура р-н, Туран 57д
20468000,https://krisha.kz/a/show/760964459,2,58.48,5,Сарайшык р-н, Мухамеджан Тынышбайулы 10
18195800,https://krisha.kz/a/show/694508581,1,44.38,5,Есильский р-н, Е-779 32
23742455,https://krisha.kz/a/show/682920201,2,64.43,5,Алматы р-н,unknown
23000000,https://krisha.kz/a/show/1000182301,2,42.0,4,Алматы р-н, А.Байтурсынова
18900000,https://krisha.kz/a/show/1000136616,1,37.0,8,Нура р-н, Максут Нарикбаев 9 — КазГюу
39500000,https://krisha.kz/a/show/762218146,3,64.0,11,Есильский р-н, Сарайшык
28500000,https://krisha.kz/a/show/762073343,2,45.1,11,Нура р-н, Е-36 2 — Анет баба
69000000,https://krisha.kz/a/show/761592954,4,105.0,8,Есильский р-н, Толе би 3 — Казыбек Би
22500000,https://krisha.kz/a/show/761323009,1,42.5,6,Есильский р-н, E-669 13 — Улы дала
34999990,https://krisha.kz/a/show/760112398,2,76.0,9,р-н Байконур, Тараз 2
20000000,https://krisha.kz/a/show/698758813,2,50.0,4,Есильский р-н, мкр Пригородный
25350000,https://krisha.kz/a/show/697269210,1,38.9,6,Есильский р-н, Улы дала 67 — Кайсенова
59800000,https://krisha.kz/a/show/687767654,3,91.0,5,Нура р-н, Култегин 19/1
27425320,https://krisha.kz/a/show/760412469,1,40.57,5,Есильский р-н, Турар Рыскулов 18/5
41790600,https://krisha.kz/a/show/686360660,2,64.11,5,Нура р-н, Туран 39
14516000,https://krisha.kz/a/show/682885980,1,38.2,5,Алматы р-н, Шаймерденова 4/3
6480000,https://krisha.kz/a/show/687612864,1,27.0,5,Нура р-н, мкр Уркер
45000000,https://krisha.kz/a/show/762267251,2,49.0,8,Есильский р-н, Сыганак
48000000,https://krisha.kz/a/show/762302473,2,66.0,5,Алматы р-н, Токпанова
32000000,https://krisha.kz/a/show/762047602,2,59.0,5,Сарайшык р-н, Байтурсынова 39/2 — Темирбека Жургенова
115000000,https://krisha.kz/a/show/761950039,4,140.0,7,Нура р-н, Улы Дала 25/1
13800000,https://krisha.kz/a/show/761791371,2,41.0,2,Нура р-н, Е-128 — Автохозяйствр
30500000,https://krisha.kz/a/show/761664115,3,81.6,2,Алматы р-н, Мусрепова 7/1 — Поликлиника 7
18000000,https://krisha.kz/a/show/761485755,1,44.2,4,Сарыарка р-н, К. Байсеитовой 10
120000000,https://krisha.kz/a/show/761291362,4,148.0,7,Есильский р-н, Достык 8Б
25000000,https://krisha.kz/a/show/761154248,2,39.0,7,Алматы р-н, Ж.Нажимеденова 13 — А51
26000000,https://krisha.kz/a/show/761137170,1,53.0,5,Есильский р-н, E 246 11
24000000,https://krisha.kz/a/show/699808491,2,58.0,8,Алматы р-н, Темирбека Жургенова 39/3 — № 23-16
21000000,https://krisha.kz/a/show/698341915,1,42.0,14,Есильский р-н, Айтматова 26 — Айтматова-Улы Дала
22000000,https://krisha.kz/a/show/698123093,1,39.5,10,Есильский р-н, мкр Комсомольский
102000000,https://krisha.kz/a/show/686369659,4,160.0,5,Есильский р-н, Туркестан 10 — Ботанический сад
38177600,https://krisha.kz/a/show/696165555,3,71.36,5,Нура р-н, Туран 57/5
15871100,https://krisha.kz/a/show/695736648,1,38.71,5,Алматы р-н, Сафуан Шаймерденов 4/1
9450000,https://krisha.kz/a/show/675971516,1,37.8,5,Сарыарка р-н, Н. Тлендиева — ул. Баршын
34760000,https://krisha.kz/a/show/687014857,2,69.52,5,Нура р-н, Толе Би 35/1
18388119,https://krisha.kz/a/show/683926590,1,41.49,5,Есильский р-н, Казыбек би 41/1
140000000,https://krisha.kz/a/show/760683077,4,147.1,4,Алматы р-н, Шамши Калдаякова
21000000,https://krisha.kz/a/show/760998058,4,60.0,3,Сарыарка р-н, А.Затаевича 11 — Улица А.Затаевича проспект Женис
82000000,https://krisha.kz/a/show/762333361,3,101.0,3,Алматы р-н, Амман — ПАРКИНГ В ЦЕНЕ
21500000,https://krisha.kz/a/show/762183950,1,35.3,12,Есильский р-н, Улы дала 86/1 — Пр. Аль Фараби
26500000,https://krisha.kz/a/show/761442285,1,41.0,8,Есильский р-н, Мангилик Ел — Хусейн бен Талал
20000000,https://krisha.kz/a/show/761007533,1,35.0,6,Сарайшык р-н, Ж. Нажимеденова 62 — А62
41000000,https://krisha.kz/a/show/760911189,3,63.0,17,Нура р-н, Кайым Мухамедханов 12/3 — Айтеке би
16500000,https://krisha.kz/a/show/760889246,1,39.0,2,Сарыарка р-н, Тлендиева — Район коктал
26500000,https://krisha.kz/a/show/760833753,2,41.0,5,Нура р-н, Туран 71
33999999,https://krisha.kz/a/show/760505636,2,64.0,14,Есильский р-н, Туркестан 4Б
31000000,https://krisha.kz/a/show/760160673,2,53.0,12,Есильский р-н, Туркестан 4Б
15000000,https://krisha.kz/a/show/699808516,1,37.1,8,Алматы р-н, А 91 16
21200000,https://krisha.kz/a/show/698341798,1,42.0,15,Есильский р-н, Сыганак 22 — Сагынак-Анет баба
