,Title,Price,Location,Link
80,1-комнатная квартира · 35.6 м² · 10/12 этаж,21 500 000〒,"Сарыарка р-н, Чингиз Айтматов 77/10",https://krisha.kz/a/show/761416085
81,1-комнатная квартира · 40 м² · 15/17 этаж,21 000 000〒,"Алматы р-н, А. Байтурсынова 32/2 — Вокзал Нурлы Жол",https://krisha.kz/a/show/761252402
82,3-комнатная квартира · 100 м² · 8/8 этаж,27 500 000〒,"Есильский р-н, мкр Шубар, Кабанбай батыра 6/6",https://krisha.kz/a/show/696869276
83,3-комнатная квартира · 85 м² · 10/14 этаж,69 000 000〒,"Нура р-н, Толе би 61 — ТРЦ ХАН ШАТЫР",https://krisha.kz/a/show/694098072
84,2-комнатная квартира · 81.4 м² · 9/10 этаж,38 000 000〒,"Есильский р-н, Сарайшык 34 — МИД.РК",https://krisha.kz/a/show/693282531
85,3-комнатная квартира · 105.73 м² · 4/6 этаж,31 500 000〒,"Есильский р-н, Кабанбай батыра 75a",https://krisha.kz/a/show/673114052
86,4-комнатная квартира · 130.43 м²,от 82 562 190〒,"Есильский р-н, Турар Рыскулов 18",https://krisha.kz/a/show/698214881
87,3-комнатная квартира · 90.04 м²,от 55 824 800〒,"Есильский р-н, Турар Рыскулов 18",https://krisha.kz/a/show/698214877
88,2-комнатная квартира · 71.2 м²,от 31 300 000〒,Молдагалиева,https://krisha.kz/a/show/689252931
89,4-комнатная квартира · 179.57 м²,от 180 108 710〒,"Алматы р-н, переулок Тасшокы 4",https://krisha.kz/a/show/688395501
90,2-комнатная квартира · 68.46 м²,от 59 012 520〒,"Нура р-н, Кайым Мухамедханов 6/1",https://krisha.kz/a/show/697968792
91,3-комнатная квартира · 77 м² · 3/9 этаж,38 000 000〒,"Есильский р-н, Мәңгілік Ел 22",https://krisha.kz/a/show/762257872
92,1-комнатная квартира · 28 м² · 12/15 этаж,16 900 000〒,"Есильский р-н, Туркестан — Горящий вариант!!!",https://krisha.kz/a/show/761972444
93,2-комнатная квартира · 50 м² · 3/5 этаж,19 000 000〒,"р-н Байконур, Переулок Ташенова 8 — Ташенова бараева",https://krisha.kz/a/show/761919075
94,2-комнатная квартира · 46 м² · 3/17 этаж,35 000 000〒,"Есильский р-н, Туран 52/2, 52/3",https://krisha.kz/a/show/761914274
95,1-комнатная квартира · 37.6 м² · 2/9 этаж,19 500 000〒,"Алматы р-н, Аманжол Болекпаев 19",https://krisha.kz/a/show/760843055
96,3-комнатная квартира · 78.4 м² · 12/24 этаж,33 990 000〒,"Сарыарка р-н, Абая 10/2",https://krisha.kz/a/show/699058860
97,4-комнатная квартира · 134.91 м²,от 71 907 030〒,"Нура р-н, Туран 57/6",https://krisha.kz/a/show/761883872
98,2-комнатная квартира · 68.91 м²,от 38 796 330〒,"Нура р-н, Туран 57/6",https://krisha.kz/a/show/761882777
99,3-комнатная квартира · 81.57 м²,от 56 691 150〒,"Есильский р-н, Бухар Жырау 33",https://krisha.kz/a/show/694707423
100,3-комнатная квартира · 72.49 м²,от 40 376 930〒,"Есильский р-н, Е-321 6/2",https://krisha.kz/a/show/761716484
101,1-комнатная квартира · 38.75 м²,от 16 275 000〒,"Нура р-н, Е-430 3",https://krisha.kz/a/show/697435940
102,2-комнатная квартира · 47 м² · 2/11 этаж,28 000 000〒,"Есильский р-н, Туран 55е — За магнумом",https://krisha.kz/a/show/760663902
103,2-комнатная квартира · 49 м² · 13/17 этаж,42 000 000〒,"Нура р-н, Туран 43/6",https://krisha.kz/a/show/762153192
104,3-комнатная квартира · 106.9 м² · 4/9 этаж,56 000 000〒,"Есильский р-н, мкр Комсомольский, Бокейхана 28/2",https://krisha.kz/a/show/761928830
105,3-комнатная квартира · 60 м² · 6/9 этаж,29 500 000〒,"Алматы р-н, Жумекена Нажимеденова 19",https://krisha.kz/a/show/761726822
106,3-комнатная квартира · 109 м² · 4/12 этаж,57 000 000〒,"Есильский р-н, мкр Комсомольский, Бокейхана 28/2",https://krisha.kz/a/show/760925450
107,2-комнатная квартира · 60 м² · 6/9 этаж,37 000 000〒,"Нура р-н, Казыбек Би 7",https://krisha.kz/a/show/760846931
108,3-комнатная квартира · 72.2 м² · 4/22 этаж,38 500 000〒,"Есильский р-н, Туркестан 4Б",https://krisha.kz/a/show/760230539
109,1-комнатная квартира · 51 м² · 9/9 этаж,22 800 000〒,"Есильский р-н, Керей и  Жанибек хандар 9",https://krisha.kz/a/show/699940061
110,2-комнатная квартира · 70 м² · 3/5 этаж,28 500 000〒,"Алматы р-н, Абылайхана 55",https://krisha.kz/a/show/693803409
111,3-комнатная квартира · 105 м² · 4/12 этаж,60 000 000〒,"Есильский р-н, Керей и Жанибек хандар 22",https://krisha.kz/a/show/691420868
112,2-комнатная квартира · 48 м² · 2/5 этаж,23 500 000〒,"Алматы р-н, Кажымукана",https://krisha.kz/a/show/687654672
113,3-комнатная квартира · 107 м² · 6/6 этаж,54 000 000〒,"Алматы р-н, Нажимеденова 16е — Музыкально-драматический театр им. К. Куанышбаева",https://krisha.kz/a/show/677584939
114,2-комнатная квартира · 64.73 м²,от 36 313 530〒,"Есильский р-н, Турар Рыскулов 18/5",https://krisha.kz/a/show/760415890
115,2-комнатная квартира · 58.14 м²,от 27 035 100〒,"Нура р-н, Сыганак 12",https://krisha.kz/a/show/699979993
116,3-комнатная квартира · 74.7 м²,от 26 787 420〒,Алматы р-н,https://krisha.kz/a/show/682920205
117,1-комнатная квартира · 30.8 м²,от 10 472 000〒,"Сарыарка р-н, 189",https://krisha.kz/a/show/1000177037
118,3-комнатная квартира · 104 м² · 2/3 этаж,37 000 000〒,"Нура р-н, мкр Уркер Е-601, 2",https://krisha.kz/a/show/1000220759
119,3-комнатная квартира · 90 м² · 12/20 этаж,33 000 000〒,"Алматы р-н, Жургенова — Байтурсынова",https://krisha.kz/a/show/762333089
120,3-комнатная квартира · 60.4 м² · 5/5 этаж,21 000 000〒,"р-н Байконур, Сабыр Рахимова 36 — Тц Жаннур",https://krisha.kz/a/show/761342690
121,2-комнатная квартира · 65 м² · 14/15 этаж,53 000 000〒,"Есильский р-н, Мангилик ел 62/3 — ЭКСПО, Нацбанк, Мега силквей",https://krisha.kz/a/show/761314445
122,1-комнатная квартира · 34.3 м² · 12/14 этаж,17 000 000〒,"Сарыарка р-н, Нургиса Тлендиева 42 — Проспект Тлендиева и пересечение улицы Кайнар. Школа гимназия номер 68 имени Миржакипа Дулатова",https://krisha.kz/a/show/761295031
123,1-комнатная квартира · 42.1 м² · 3/16 этаж,28 400 000〒,"Есильский р-н, Толе би 16",https://krisha.kz/a/show/760813660
124,2-комнатная квартира · 56 м² · 4/5 этаж,21 500 000〒,"Сарыарка р-н, К.Байсеитова 8 — Конституции",https://krisha.kz/a/show/697458678
125,2-комнатная квартира · 55 м² · 4/12 этаж,33 000 000〒,"Нура р-н, Сыганак 32",https://krisha.kz/a/show/696542795
126,3-комнатная квартира · 165 м² · 15/17 этаж,55 000 000〒,"р-н Байконур, Кенесары 52 — Кенесары валиханова",https://krisha.kz/a/show/695898143
127,2-комнатная квартира · 77.87 м²,от 45 320 340〒,"Нура р-н, Туран 57/6",https://krisha.kz/a/show/761882787
128,1-комнатная квартира · 44.5 м²,от 16 910 000〒,"Алматы р-н, Шаймерденова 4/3",https://krisha.kz/a/show/682885986
129,2-комнатная квартира · 64.57 м²,от 51 591 430〒,"Нура р-н, Кайым Мухамедханов 6/1",https://krisha.kz/a/show/697968791
130,4-комнатная квартира · 112.92 м²,от 62 670 600〒,"Сарайшык р-н, Ахмет Байтурсынулы 14",https://krisha.kz/a/show/690475687
131,3-комнатная квартира · 80.5 м²,от 46 690 000〒,"Нура р-н, Туран 71",https://krisha.kz/a/show/690129720
132,3-комнатная квартира · 105.8 м²,от 84 216 800〒,"Нура р-н, Толе би 52",https://krisha.kz/a/show/688329603
133,3-комнатная квартира · 125.3 м²,от 100 764 000〒,"Алматы р-н, Калдаякова — Тауелсыздык",https://krisha.kz/a/show/672075643
134,4-комнатная квартира · 112.45 м²,от 52 963 950〒,"Нура р-н, Е-15 5",https://krisha.kz/a/show/762069519
135,3-комнатная квартира · 88.46 м²,от 54 845 200〒,"Нура р-н, Туран 57д",https://krisha.kz/a/show/761729464
136,2-комнатная квартира · 64.72 м²,от 34 754 640〒,"Нура р-н, Туран 57д",https://krisha.kz/a/show/761728322
137,4-комнатная квартира · 136.55 м²,от 73 737 000〒,"Нура р-н, Туран 57/6",https://krisha.kz/a/show/761883873
138,3-комнатная квартира · 97.21 м²,от 52 396 190〒,"Нура р-н, Туран 57/6",https://krisha.kz/a/show/761883390
139,3-комнатная квартира · 110.8 м²,от 56 508 000〒,"Сарайшык р-н, А-191 4",https://krisha.kz/a/show/699607423
140,3-комнатная квартира · 71.82 м²,от 37 777 320〒,"Алматы р-н, Сагадат Нурмагамбетов 17",https://krisha.kz/a/show/698215357
141,1-комнатная квартира · 50.19 м²,от 20 577 900〒,"Алматы р-н, Сафуан Шаймерденов 4/1",https://krisha.kz/a/show/695736656
142,1-комнатная квартира · 51.21 м²,от 27 141 300〒,"Есильский р-н, Жошы Хан 20",https://krisha.kz/a/show/695111433
143,2-комнатная квартира · 64.9 м²,от 28 500 000〒,Молдагалиева,https://krisha.kz/a/show/689253111
144,4-комнатная квартира · 127.96 м²,от 68 074 720〒,"Нура р-н, Сыганак",https://krisha.kz/a/show/688589239
145,3-комнатная квартира · 89.99 м²,от 53 994 000〒,"Нура р-н, Сыганак",https://krisha.kz/a/show/688589223
146,3-комнатная квартира · 87.3 м² · 8/13 этаж,55 000 000〒,"Есильский р-н, Букар Жырау — Букейхана",https://krisha.kz/a/show/761941075
147,1-комнатная квартира · 40.02 м² · 8/9 этаж,29 200 000〒,"Есильский р-н, Е 496 7",https://krisha.kz/a/show/761854795
148,1-комнатная квартира · 36 м² · 16/16 этаж,14 500 000〒,"Алматы р-н, Кошкарбаева 27",https://krisha.kz/a/show/761716308
149,2-комнатная квартира · 65 м² · 14/22 этаж,56 500 000〒,"Нура р-н, Туран 39а — Сыганак",https://krisha.kz/a/show/760423525
150,4-комнатная квартира · 200 м² · 6/12 этаж,100 000 000〒,"Алматы р-н, Нажимеденова",https://krisha.kz/a/show/760182135
151,4-комнатная квартира · 102.9 м²,от 47 300 000〒,Е-36 5,https://krisha.kz/a/show/691048365
152,2-комнатная квартира · 63.46 м²,от 23 385 010〒,"Алматы р-н, А62",https://krisha.kz/a/show/682153339
153,1-комнатная квартира · 39.87 м²,от 15 150 600〒,"Есильский р-н, Е117",https://krisha.kz/a/show/678784708
154,2-комнатная квартира · 57.33 м²,от 21 212 100〒,"Есильский р-н, Е117",https://krisha.kz/a/show/678784702
155,1-комнатная квартира · 41.5 м²,от 10 375 000〒,"Сарыарка р-н, Н. Тлендиева 52",https://krisha.kz/a/show/694458130
156,1-комнатная квартира · 37.6 м²,от 9 400 000〒,"Сарыарка р-н, Н. Тлендиева 52",https://krisha.kz/a/show/682522512
157,1-комнатная квартира · 43.29 м²,от 15 151 500〒,"Есильский р-н, Е-779 32/1",https://krisha.kz/a/show/762170355
158,1-комнатная квартира · 35.62 м²,от 12 467 000〒,"Есильский р-н, Е-779 32/1",https://krisha.kz/a/show/762170352
159,1-комнатная квартира · 41.55 м²,от 19 653 150〒,"Нура р-н, Е 103 5",https://krisha.kz/a/show/760405238
160,2-комнатная квартира · 62.01 м²,от 41 050 620〒,"Нура р-н, Е 900 8",https://krisha.kz/a/show/699008076
161,2-комнатная квартира · 59.32 м²,от 32 032 800〒,"Алматы р-н, Райымбек батыр 2",https://krisha.kz/a/show/696998368
162,3-комнатная квартира · 133.3 м²,от 105 307 000〒,"Есильский р-н, Динмухамед Конаев 3",https://krisha.kz/a/show/694710371
163,4-комнатная квартира · 133.35 м²,от 103 346 250〒,"Нура р-н, Толе би 52",https://krisha.kz/a/show/688329610
164,2-комнатная квартира · 50.51 м²,от 27 831 010〒,"Нура р-н, Сыганак 4",https://krisha.kz/a/show/685378114
165,2-комнатная квартира · 59.62 м²,от 32 969 860〒,"Нура р-н, Сыганак 4",https://krisha.kz/a/show/685378111
166,2-комнатная квартира · 62.74 м²,от 34 318 780〒,"Нура р-н, Сыганак 4",https://krisha.kz/a/show/685378104
167,3-комнатная квартира · 66.16 м²,от 29 657 973〒,"Есильский р-н, Казыбек би 41/1",https://krisha.kz/a/show/683926600
168,3-комнатная квартира · 81.95 м²,от 30 813 200〒,"Есильский р-н, Улы Дала 46",https://krisha.kz/a/show/678611560
169,2-комнатная квартира · 86 м²,от 58 222 000〒,"Есильский р-н, Достык 8/2",https://krisha.kz/a/show/669387680
170,4-комнатная квартира · 159.5 м²,от 119 625 000〒,"Алматы р-н, Калдаякова — Тауелсыздык",https://krisha.kz/a/show/669251946
171,2-комнатная квартира · 40 м² · 7/9 этаж,25 000 000〒,"Алматы р-н, Ш.Калдаякова 40/1 — А30",https://krisha.kz/a/show/761834008
172,2-комнатная квартира · 84.1 м² · 18/23 этаж,33 500 000〒,"Алматы р-н, Айнакол 66/1",https://krisha.kz/a/show/686120258
173,2-комнатная квартира · 54 м² · 4/5 этаж,23 000 000〒,"Алматы р-н, Манаса 11/3",https://krisha.kz/a/show/673619681
174,1-комнатная квартира · 40.78 м²,от 21 572 620〒,"Есильский р-н, Е 915 12",https://krisha.kz/a/show/762070169
175,3-комнатная квартира · 77.51 м²,от 48 211 220〒,"Нура р-н, Туран 57/6",https://krisha.kz/a/show/761883388
176,3-комнатная квартира · 74.24 м²,от 46 696 960〒,"Нура р-н, Туран 57/6",https://krisha.kz/a/show/761883384
177,3-комнатная квартира · 93.4 м²,от 40 208 700〒,"Есильский р-н, Е-321 17/3,17/2, 17/1, 15/1, 15/2, 15/3",https://krisha.kz/a/show/686087379
178,2-комнатная квартира · 48.4 м² · 10/12 этаж,28 900 000〒,"Есильский р-н, Е 669 4",https://krisha.kz/a/show/762265440
179,1-комнатная квартира · 34.55 м² · 11/12 этаж,17 500 000〒,"Есильский р-н, Улы Дала 46",https://krisha.kz/a/show/762134186
180,4-комнатная квартира · 157 м² · 6/9 этаж,127 000 000〒,"Есильский р-н, Турар Рыскулов 3 — Бизнес +",https://krisha.kz/a/show/761817829
181,2-комнатная квартира · 62.4 м² · 5/9 этаж,33 000 000〒,"Алматы р-н, Ш.Калдаякова 40/1 — А30",https://krisha.kz/a/show/760644081
182,2-комнатная квартира · 52.3 м² · 3/12 этаж,17 782 000〒,"Нура р-н, Ч. Айтматова б/н — Молдагалиева",https://krisha.kz/a/show/699679967
183,2-комнатная квартира · 51 м² · 4/12 этаж,25 500 000〒,"Алматы р-н, Нажимеденов 40",https://krisha.kz/a/show/698561865
184,2-комнатная квартира · 68.4 м² · 4/15 этаж,29 500 000〒,"Есильский р-н, Сарайшык 7/1 — Сарайшык - Акмешет",https://krisha.kz/a/show/696112950
185,3-комнатная квартира · 78 м² · 6/17 этаж,40 000 000〒,"Есильский р-н, Туран 83/1",https://krisha.kz/a/show/693471429
186,2-комнатная квартира · 52.92 м²,от 31 752 000〒,"Есильский р-н, Е 915 12",https://krisha.kz/a/show/762070324
187,2-комнатная квартира · 52.61 м²,от 28 935 500〒,"Сарайшык р-н, А-191 4",https://krisha.kz/a/show/699607415
188,4-комнатная квартира · 149.96 м²,от 158 657 680〒,"Алматы р-н, переулок Тасшокы 4",https://krisha.kz/a/show/688395498
189,3-комнатная квартира · 81.5 м²,от 29 225 900〒,Алматы р-н,https://krisha.kz/a/show/682920206
190,3-комнатная квартира · 82.4 м² · 1/12 этаж,38 000 000〒,"Есильский р-н, Е30 5 — Тәттімбет",https://krisha.kz/a/show/761414904
