,Title,Price,Location,Link
20,3-комнатная квартира · 135 м² · 3/7 этаж · помесячно,400 000〒,"Есильский р-н, Мангилик ел — Триумфальная арка",https://krisha.kz/a/show/1000220787
21,3-комнатная квартира · 130 м² · 2/4 этаж · помесячно,1 000 000〒,"Есильский р-н, Табыс 2 — УлыДала",https://krisha.kz/a/show/682534922
22,2-комнатная квартира · 65 м² · 4/14 этаж · помесячно,200 000〒,"Есильский р-н, Сауран 3/1",https://krisha.kz/a/show/1000132121
23,2-комнатная квартира · 45 м² · 3/3 этаж · помесячно,140 000〒,"Алматы р-н, Балкантау 86 — Обаган",https://krisha.kz/a/show/1000218920
24,2-комнатная квартира · 48 м² · 2/9 этаж · помесячно,170 000〒,"Есильский р-н, Е 511 40 — Микрорайон Жетысу аксу",https://krisha.kz/a/show/1000220547
25,1-комнатная квартира · 35 м² · 8/9 этаж · помесячно,150 000〒,"Есильский р-н, Керей и  Жанибек хандар 12/1 — Сауран",https://krisha.kz/a/show/762330267
26,1-комнатная квартира · 40 м² · 2 этаж · помесячно,160 000〒,"Сарыарка р-н, Бейбарыс Султан",https://krisha.kz/a/show/1000220292
27,1-комнатная квартира · 42 м² · 3/9 этаж · помесячно,160 000〒,"Есильский р-н, проспект Мангилик Ел 53 — проспект Улы Дала",https://krisha.kz/a/show/23092119
28,2-комнатная квартира · 40 м² · 5/9 этаж · помесячно,200 000〒,"Есильский р-н, Акмешит 11 — КерейЖанибек",https://krisha.kz/a/show/29044610
29,2-комнатная квартира · 64.3 м² · 16/18 этаж · помесячно,280 000〒,"Алматы р-н, Калибек купнышбаев 14",https://krisha.kz/a/show/1000220269
30,1-комнатная квартира · 40 м² · 3/8 этаж · помесячно,250 000〒,"Есильский р-н, Кабанбай батыра 58б к7 — Район экспо",https://krisha.kz/a/show/696284887
31,2-комнатная квартира · 60 м² · 4/7 этаж · помесячно,230 000〒,"Есильский р-н, Сыганак 15/1",https://krisha.kz/a/show/678209795
32,3-комнатная квартира · 78 м² · 12/19 этаж · помесячно,400 000〒,"р-н Байконур, Шолпан иманбаева 9",https://krisha.kz/a/show/761383577
33,1-комнатная квартира · 40 м² · 16/17 этаж · помесячно,200 000〒,"Есильский р-н, Бектурова 4/6",https://krisha.kz/a/show/674229727
34,4-комнатная квартира · 150 м² · 7/7 этаж · помесячно,650 000〒,"Есильский р-н, Кабанбай батыра 34/1",https://krisha.kz/a/show/761538465
35,1-комнатная квартира · 43 м² · 2/9 этаж · помесячно,170 000〒,Майлина 31,https://krisha.kz/a/show/1000219926
36,1-комнатная квартира · 40 м² · 4/9 этаж · помесячно,150 000〒,"Есильский р-н, Аль-Фараби 34/4 — Улы Дала",https://krisha.kz/a/show/761146154
37,1-комнатная квартира · 42 м² · 3/22 этаж · помесячно,200 000〒,"Нура р-н, Сыганак — Чингиза Айтматова",https://krisha.kz/a/show/686870335
38,1-комнатная квартира · 41 м² · 8/16 этаж · помесячно,170 000〒,"Есильский р-н, Кабанбай батыра — Остановка Салтанат сарайы",https://krisha.kz/a/show/761549410
39,1-комнатная квартира · 35 м² · 4/9 этаж · помесячно,160 000〒,"Сарайшык р-н, Кордай 99",https://krisha.kz/a/show/760043871
40,2-комнатная квартира · 55 м² · 8/12 этаж · помесячно,180 000〒,"Есильский р-н, Кабанбай батыра — Алматы Сауран",https://krisha.kz/a/show/1000219650
41,2-комнатная квартира · 65 м² · 4/12 этаж · помесячно,310 000〒,"Есильский р-н, Толе би 59",https://krisha.kz/a/show/760301185
42,1-комнатная квартира · 40 м² · 12/14 этаж · помесячно,140 000〒,"Алматы р-н, Кордай 77",https://krisha.kz/a/show/762251950
43,2-комнатная квартира · 60 м² · 9/14 этаж · помесячно,260 000〒,"Есильский р-н, Сауран",https://krisha.kz/a/show/676074612
44,2-комнатная квартира · 55 м² · 7 этаж · помесячно,250 000〒,Айтеке би 3А,https://krisha.kz/a/show/760198247
45,1-комнатная квартира · 28 м² · 10/12 этаж · помесячно,160 000〒,"Алматы р-н, Ахмет Байтурсынулы 18",https://krisha.kz/a/show/762115258
46,2-комнатная квартира · 54 м² · 15/17 этаж · помесячно,250 000〒,"Есильский р-н, Хусейн бен Талал 39",https://krisha.kz/a/show/693639763
47,1-комнатная квартира · 14 м² · 1/5 этаж · помесячно,90 000〒,"Алматы р-н, Сатпаева 4/1",https://krisha.kz/a/show/1000219121
48,1-комнатная квартира · 40 м² · 8/9 этаж · помесячно,180 000〒,"Есильский р-н, Толе би 57 — За Хан-Шатыром",https://krisha.kz/a/show/681283850
49,3-комнатная квартира · 80 м² · 13/16 этаж · помесячно,350 000〒,"Алматы р-н, Б.Момышулы 27 — Парк Жеруйык,51 школа",https://krisha.kz/a/show/693951939
50,1-комнатная квартира · 45 м² · 13/18 этаж · помесячно,200 000〒,"Есильский р-н, Мәңгілік Ел 51 — Улы Дала",https://krisha.kz/a/show/760430588
51,1-комнатная квартира · 37 м² · 11/20 этаж · помесячно,200 000〒,"Есильский р-н, Туркестан — Ботанический сад",https://krisha.kz/a/show/695309983
52,1-комнатная квартира · 40 м² · помесячно,230 000〒,"Есильский р-н, Улица Турар Рыскулов 16/2",https://krisha.kz/a/show/761377099
53,1-комнатная квартира · 36 м² · 10/11 этаж · помесячно,170 000〒,"Есильский р-н, Бектурова 4",https://krisha.kz/a/show/695156283
54,2-комнатная квартира · 60 м² · 9/10 этаж · помесячно,250 000〒,"Есильский р-н, Улица Алихана Бокейхана 15/1 — Триумфальная арка, Мангилик Ел",https://krisha.kz/a/show/762175869
55,1-комнатная квартира · 44 м² · 6/15 этаж · помесячно,180 000〒,"Алматы р-н, Кошкарбаева 13",https://krisha.kz/a/show/688936441
56,1-комнатная квартира · 42 м² · 8/9 этаж · помесячно,200 000〒,Розы Баглановой 3/1,https://krisha.kz/a/show/686009069
57,2-комнатная квартира · 61.5 м² · 8/12 этаж · помесячно,280 000〒,"Нура р-н, Толе би 61",https://krisha.kz/a/show/696676572
58,1-комнатная квартира · 38 м² · 5/6 этаж · помесячно,180 000〒,"Есильский р-н, мкр Пригородный, Кабанбай батыра 105",https://krisha.kz/a/show/698984285
59,2-комнатная квартира · 70 м² · 6/9 этаж · помесячно,550 000〒,"Есильский р-н, Туран 5",https://krisha.kz/a/show/1000200956
60,1-комнатная квартира · 39 м² · 3/9 этаж · помесячно,130 000〒,"Алматы р-н, Кудайбердиулы 17/6 — Рыскулбекова",https://krisha.kz/a/show/1000196718
61,2-комнатная квартира · 47 м² · 2/5 этаж · помесячно,160 000〒,"Сарыарка р-н, Богенбай батыр 34 — Жеңіс",https://krisha.kz/a/show/1000218474
62,2-комнатная квартира · 55 м² · 5/7 этаж · помесячно,170 000〒,"Есильский р-н, Е319 2А",https://krisha.kz/a/show/1000196817
63,1-комнатная квартира · 45 м² · 12/23 этаж · помесячно,170 000〒,"Алматы р-н, Байтурсынова 12/1",https://krisha.kz/a/show/1000167160
64,3-комнатная квартира · 110 м² · 2/14 этаж · помесячно,250 000〒,"Есильский р-н, Мәңгілік Ел 19",https://krisha.kz/a/show/696478250
65,1-комнатная квартира · 52 м² · 6 этаж · помесячно,200 000〒,"Есильский р-н, Култегин — Нура район",https://krisha.kz/a/show/683219419
66,2-комнатная квартира · 65 м² · 4/9 этаж · помесячно,270 000〒,"Есильский р-н, проспект Мангилик Ел 41",https://krisha.kz/a/show/690639563
67,2-комнатная квартира · 40 м² · 5/10 этаж · помесячно,150 000〒,"Сарайшык р-н, Е-810 2/21 — Улы Дала",https://krisha.kz/a/show/1000175304
68,2-комнатная квартира · 72 м² · 7/8 этаж · помесячно,250 000〒,"Есильский р-н, Достык 1 — Мечет Аль-Фараби",https://krisha.kz/a/show/692308961
69,2-комнатная квартира · 70 м² · 9/9 этаж · помесячно,230 000〒,"Есильский р-н, Бухар жирау 30/1 — Туркестан",https://krisha.kz/a/show/762040110
70,3-комнатная квартира · 90 м² · 13/14 этаж · помесячно,350 000〒,"Есильский р-н, Сарайшык 7",https://krisha.kz/a/show/666256341
71,1-комнатная квартира · 40 м² · помесячно,200 000〒,"Нура р-н, Кайым Мухамедханова 6б — Домалак ана",https://krisha.kz/a/show/698563523
72,2-комнатная квартира · 52 м² · 4/14 этаж · помесячно,400 000〒,"Алматы р-н, Шамши Калдаяков 8/2 — Калдаякова - Тауелсиздик",https://krisha.kz/a/show/1000187246
73,3-комнатная квартира · 120 м² · 8/12 этаж · помесячно,400 000〒,"Сарыарка р-н, Мкр «Самал» 1–10 — Набережная",https://krisha.kz/a/show/762328382
74,1-комнатная квартира · 40 м² · 9/9 этаж · помесячно,200 000〒,"Алматы р-н, Сагадат Нурмагамбетов 27/1 — Нурмагамбетова",https://krisha.kz/a/show/1000130188
75,2-комнатная квартира · 60 м² · 8/14 этаж · помесячно,270 000〒,"Есильский р-н, Мангилик Ел — Фариза Онгарсынова",https://krisha.kz/a/show/698389264
76,3-комнатная квартира · 113 м² · 10/22 этаж · помесячно,350 000〒,"Алматы р-н, Нажимеденова 13 — ОЧЕНЬ УЮТНАЯ КВАРТИРА ‼️",https://krisha.kz/a/show/761798077
77,1-комнатная квартира · 49 м² · 3/12 этаж · помесячно,290 000〒,"Нура р-н, Улы дала 31 — Ехро",https://krisha.kz/a/show/692180923
78,2-комнатная квартира · 57 м² · 8/25 этаж · помесячно,250 000〒,"Алматы р-н, Петрова 10 — Петрова кажмухан",https://krisha.kz/a/show/695031604
79,2-комнатная квартира · 37 м² · 9/10 этаж · помесячно,200 000〒,"Есильский р-н, Роза Багланова 3",https://krisha.kz/a/show/760006797
80,1-комнатная квартира · 38 м² · 14/21 этаж · помесячно,160 000〒,"Есильский р-н, Туркестан 14",https://krisha.kz/a/show/681248468
81,1-комнатная квартира · 40 м² · помесячно,170 000〒,"Есильский р-н, Нарикбаева — Домалак ана",https://krisha.kz/a/show/761809304
82,3-комнатная квартира · 125 м² · 8/9 этаж · помесячно,490 000〒,"Есильский р-н, Достык 10 — Сауран",https://krisha.kz/a/show/668188313
83,1-комнатная квартира · 40 м² · 16/18 этаж · помесячно,160 000〒,"Есильский р-н, Хусейн Бен Талал 28 — ВСЕ НОВОЕ!!!",https://krisha.kz/a/show/689215700
84,1-комнатная квартира · 37 м² · 11/15 этаж · помесячно,170 000〒,"Сарыарка р-н, Тлендиева 44А",https://krisha.kz/a/show/1000182096
85,2-комнатная квартира · 55 м² · 9 этаж · помесячно,220 000〒,"Есильский р-н, Керей, Жәнібек хандар 28 — Школа , садик",https://krisha.kz/a/show/695862676
86,2-комнатная квартира · 50 м² · 4/7 этаж · помесячно,280 000〒,"Есильский р-н, Улы дала 58",https://krisha.kz/a/show/696452155
87,1-комнатная квартира · 35 м² · 3/5 этаж · помесячно,150 000〒,"Алматы р-н, Майлина 7/2",https://krisha.kz/a/show/1000112127
88,1-комнатная квартира · 45 м² · 5/9 этаж · помесячно,150 000〒,"Алматы р-н, Айнаколь 62/1",https://krisha.kz/a/show/1000177870
89,2-комнатная квартира · 40.2 м² · 3/10 этаж · помесячно,250 000〒,"Есильский р-н, Улы Дала 31/1 — Alpamys school",https://krisha.kz/a/show/683381664
90,4-комнатная квартира · 134 м² · 7/9 этаж · помесячно,450 000〒,"Есильский р-н, Достык 2 — Керуен",https://krisha.kz/a/show/699712773
91,1-комнатная квартира · 48 м² · 15/17 этаж · помесячно,170 000〒,"Есильский р-н, Улы дала 55/1 — Мангилик -улы дала",https://krisha.kz/a/show/1000217031
92,1-комнатная квартира · 34 м² · 5/14 этаж · помесячно,170 000〒,"Нура р-н, Бектурова 17 — Возле ЖК Алтын шар-1, Алтыншар-2, пр. Туран Кардиохирургический центр",https://krisha.kz/a/show/1000217057
93,1-комнатная квартира · 45 м² · 6/20 этаж · помесячно,350 000〒,"Нура р-н, Туран 44/2 — Туран орынбор",https://krisha.kz/a/show/695704823
94,2-комнатная квартира · 74.5 м² · 8/8 этаж · помесячно,350 000〒,"Есильский р-н, Мәңгілік Ел 29/1",https://krisha.kz/a/show/673513926
95,2-комнатная квартира · 50 м² · 12/12 этаж · помесячно,200 000〒,"Нура р-н, Туран 50/2 — Астана арена, Алау, улица Туран",https://krisha.kz/a/show/760423902
96,2-комнатная квартира · 65 м² · 6/13 этаж · помесячно,250 000〒,"Есильский р-н, Максут Нарикбаев 6а",https://krisha.kz/a/show/1000208475
97,1-комнатная квартира · 37 м² · 6/12 этаж · помесячно,180 000〒,"Есильский р-н, Е30",https://krisha.kz/a/show/762104938
98,1-комнатная квартира · 30 м² · 14/16 этаж · помесячно,110 000〒,"Сарыарка р-н, Н. Тлендиева 52",https://krisha.kz/a/show/699173173
99,2-комнатная квартира · 70 м² · 9/14 этаж · помесячно,200 000〒,"Алматы р-н, Кудайбердыулы 33",https://krisha.kz/a/show/761271511
100,4-комнатная квартира · 100 м² · 9/10 этаж · помесячно,350 000〒,"Есильский р-н, Сыганак 18/1",https://krisha.kz/a/show/762101486
101,1-комнатная квартира · 40 м² · 12/12 этаж · помесячно,220 000〒,"Есильский р-н, Абикен Бектуров 3/2",https://krisha.kz/a/show/1000186689
102,2-комнатная квартира · 60 м² · помесячно,280 000〒,"Есильский р-н, Сауран 10б",https://krisha.kz/a/show/761327723
103,2-комнатная квартира · 67 м² · 5/5 этаж · помесячно,200 000〒,"Есильский р-н, Е495 52",https://krisha.kz/a/show/762281333
104,2-комнатная квартира · 69 м² · 8/9 этаж · помесячно,300 000〒,"Сарайшык р-н, Нажимеденов 26/1 — Ул.Ж.Надимеденова угол уд.К.Азербаева",https://krisha.kz/a/show/762240795
105,1-комнатная квартира · 42 м² · 10/12 этаж · помесячно,350 000〒,"Есильский р-н, Мухамедханова 4/2 — Туран",https://krisha.kz/a/show/762272506
106,2-комнатная квартира · 78 м² · 9/10 этаж · помесячно,375 000〒,"Есильский р-н, Алматы 19/2",https://krisha.kz/a/show/678265484
107,1-комнатная квартира · 41 м² · 8/17 этаж · помесячно,200 000〒,"Есильский р-н, Толе би 16 — Улы дала- Туран",https://krisha.kz/a/show/698204314
108,1-комнатная квартира · 43 м² · 6/18 этаж · помесячно,230 000〒,"Нура р-н, Е-36 9/1",https://krisha.kz/a/show/760114693
109,1-комнатная квартира · 32 м² · 11/12 этаж · помесячно,155 000〒,"Сарайшык р-н, Байтурсынова 18",https://krisha.kz/a/show/762146711
110,1-комнатная квартира · 43 м² · 3/9 этаж · помесячно,180 000〒,"Нура р-н, И.Омарова 27/1",https://krisha.kz/a/show/692812182
111,1-комнатная квартира · 42 м² · 7/22 этаж · помесячно,190 000〒,"р-н Байконур, Иманова 17",https://krisha.kz/a/show/760071944
112,2-комнатная квартира · 65 м² · 4 этаж · помесячно,260 000〒,"Нура р-н, Е-36 ул 9",https://krisha.kz/a/show/699550161
113,3-комнатная квартира · 88 м² · 5/7 этаж · помесячно,350 000〒,"Есильский р-н, 23й-проезд дом 6 6 — Бухар Жырау 34",https://krisha.kz/a/show/686916667
114,1-комнатная квартира · 45 м² · 12/18 этаж · помесячно,300 000〒,"Есильский р-н, Акмешит 13/2",https://krisha.kz/a/show/696932356
115,1-комнатная квартира · 59 м² · 2/9 этаж · помесячно,210 000〒,Аманжол болекпаев 4,https://krisha.kz/a/show/762020318
116,3-комнатная квартира · 83 м² · 13/14 этаж · помесячно,300 000〒,"Есильский р-н, Сарайшык 5 — Сарайшик/Кабанбая",https://krisha.kz/a/show/762073418
117,2-комнатная квартира · 48 м² · 16/17 этаж · помесячно,300 000〒,"Есильский р-н, Туран 52/5 — Бухар Жырау пересечение Туран",https://krisha.kz/a/show/762329298
118,1-комнатная квартира · 33 м² · 3/5 этаж · помесячно,140 000〒,"Алматы р-н, Жанкент — Мечети Хазрет Султан торговый дом Рахмет",https://krisha.kz/a/show/697231484
119,2-комнатная квартира · 60 м² · 6 этаж · помесячно,300 000〒,"Есильский р-н, Турар Рыскулов 5/3",https://krisha.kz/a/show/692348752
120,1-комнатная квартира · 40 м² · 4/7 этаж · помесячно,200 000〒,"Есильский р-н, Аль-Фараби 7/3",https://krisha.kz/a/show/761177832
121,1-комнатная квартира · 37 м² · 13/13 этаж · помесячно,180 000〒,"Нура р-н, Улы Дала 25, 27, 29, 29/1 — Туран/Улы Дала",https://krisha.kz/a/show/1000215876
122,1-комнатная квартира · 38 м² · 8 этаж · помесячно,180 000〒,"Сарайшык р-н, Ахмет Байтурсынулы 14",https://krisha.kz/a/show/1000215918
123,1-комнатная квартира · 50 м² · 13/14 этаж · помесячно,190 000〒,"р-н Байконур, Омарова 150 — Абая-Валиханова",https://krisha.kz/a/show/683218328
124,2-комнатная квартира · 60 м² · 16/18 этаж · помесячно,200 000〒,"Алматы р-н, Ш. Калдаякова 58/1 — А82",https://krisha.kz/a/show/696192791
125,4-комнатная квартира · 230 м² · 3 этаж · помесячно,1 000 000〒,"Есильский р-н, Сыганак 58",https://krisha.kz/a/show/695976351
126,2-комнатная квартира · 50 м² · 9/28 этаж · помесячно,300 000〒,"Алматы р-н, Нажимеденова 4/1",https://krisha.kz/a/show/762216042
127,2-комнатная квартира · 70 м² · 2/12 этаж · помесячно,350 000〒,"Есильский р-н, Керей и Жанибек хандар 42",https://krisha.kz/a/show/762181826
128,1-комнатная квартира · 32 м² · 12/14 этаж · помесячно,180 000〒,Толе Би 28/1 — Барыс Арена,https://krisha.kz/a/show/761849659
129,1-комнатная квартира · 43 м² · 3/9 этаж · помесячно,170 000〒,"Есильский р-н, E-669 13",https://krisha.kz/a/show/1000210508
130,2-комнатная квартира · 70 м² · 9/12 этаж · помесячно,220 000〒,"Алматы р-н, Сатпаева 20 — По Сатпаева между Майлина и Бауржан Момышулы",https://krisha.kz/a/show/697973025
131,2-комнатная квартира · 49 м² · 6/9 этаж · помесячно,250 000〒,"Алматы р-н, Нәжімеденов 16 — Үй шамамен Қалыбек театр маңайында,Нәжімеден көшесінде. Ұлттық музей және Әзірет Сұлтан мешітке жақын",https://krisha.kz/a/show/761671316
132,3-комнатная квартира · 70 м² · 9/13 этаж · помесячно,200 000〒,"Сарыарка р-н, Бейбарыс Султан — Косшыгулулы     Айтматова",https://krisha.kz/a/show/692974639
133,2-комнатная квартира · 54 м² · 10/10 этаж · помесячно,200 000〒,"Есильский р-н, Сарайшык 34 — МИД РК",https://krisha.kz/a/show/760950195
134,1-комнатная квартира · 40.3 м² · 9/9 этаж · помесячно,250 000〒,"Есильский р-н, Улыдала 39",https://krisha.kz/a/show/686995686
135,3-комнатная квартира · 100 м² · 9/18 этаж · помесячно,450 000〒,"Есильский р-н, Мангилик ели 49 блок А — Улы дала",https://krisha.kz/a/show/761166238
136,3-комнатная квартира · 78 м² · 7 этаж · помесячно,500 000〒,"Нура р-н, Альфараби 9",https://krisha.kz/a/show/693660602
137,1-комнатная квартира · 38 м² · 6/9 этаж · помесячно,190 000〒,"Алматы р-н, Байтурсынова 2 — Нурмагамбетова",https://krisha.kz/a/show/683675406
138,3-комнатная квартира · 115 м² · 8/10 этаж · помесячно,800 000〒,"Алматы р-н, Шамши Калдаяков 8/2 — Сынанак",https://krisha.kz/a/show/762328687
139,2-комнатная квартира · 50 м² · 8/22 этаж · помесячно,200 000〒,"Сарайшык р-н, Калибек Куанышбаев, 11/2",https://krisha.kz/a/show/1000194928
140,1-комнатная квартира · 45 м² · 7/12 этаж · помесячно,190 000〒,"Есильский р-н, Алматы 19/2",https://krisha.kz/a/show/690518365
141,3-комнатная квартира · 95 м² · 2/9 этаж · помесячно,280 000〒,"Есильский р-н, Керей и  Жанибек хандар",https://krisha.kz/a/show/761933860
142,2-комнатная квартира · 45 м² · помесячно,210 000〒,"Сарыарка р-н, Торайгырова 4",https://krisha.kz/a/show/1000215252
143,2-комнатная квартира · 67 м² · 7/14 этаж · помесячно,220 000〒,"Есильский р-н, Санжара Асфендиярова — Мухамедханова Әйтеке би көшес",https://krisha.kz/a/show/761704595
144,1-комнатная квартира · 46 м² · 7/9 этаж · помесячно,240 000〒,"Есильский р-н, Кабанбай батыра 60/7",https://krisha.kz/a/show/1000143441
145,3-комнатная квартира · 213 м² · 5/10 этаж · помесячно,800 000〒,"Есильский р-н, Достык 13",https://krisha.kz/a/show/761708291
146,3-комнатная квартира · 50 м² · 5/13 этаж · помесячно,210 000〒,"Алматы р-н, Тауелсиздик 34/9 — Момышулы",https://krisha.kz/a/show/680906795
147,1-комнатная квартира · 35 м² · 13/20 этаж · помесячно,180 000〒,"Есильский р-н, Бектурова 4/1",https://krisha.kz/a/show/684712196
148,2-комнатная квартира · 52 м² · 6/9 этаж · помесячно,200 000〒,"Есильский р-н, Бокейхана",https://krisha.kz/a/show/691341441
149,1-комнатная квартира · 42 м² · 7/8 этаж · помесячно,230 000〒,"Есильский р-н, Керей-Жанибек хандар 50/3",https://krisha.kz/a/show/760201262
150,1-комнатная квартира · 38.66 м² · 5/14 этаж · помесячно,200 000〒,"Есильский р-н, Бокейхан 52",https://krisha.kz/a/show/1000214938
151,4-комнатная квартира · 165 м² · 5/7 этаж · помесячно,650 000〒,"Есильский р-н, Кабанбай батыра 34/1",https://krisha.kz/a/show/760724989
152,1-комнатная квартира · 45 м² · 5/9 этаж · помесячно,159 000〒,"Нура р-н, К.Мухамедханов 45/1 — Ч.Айтматов",https://krisha.kz/a/show/761830551
153,2-комнатная квартира · 45 м² · 16/24 этаж · помесячно,220 000〒,"Сарыарка р-н, Абая 10/2 — Пересечение проспектов Сарыарка и Абая",https://krisha.kz/a/show/762051552
154,2-комнатная квартира · 69 м² · 12/18 этаж · помесячно,250 000〒,"Нура р-н, Е-36 9/1",https://krisha.kz/a/show/762338356
155,2-комнатная квартира · 40 м² · 11/16 этаж · помесячно,185 000〒,"Есильский р-н, Е-669",https://krisha.kz/a/show/691318111
156,1-комнатная квартира · 45 м² · 5/9 этаж · помесячно,150 000〒,Нажимеденова 20,https://krisha.kz/a/show/663182927
157,2-комнатная квартира · 40 м² · 1/10 этаж · помесячно,220 000〒,Чингиз Айтматова 77/4 — Набережная,https://krisha.kz/a/show/688187322
158,3-комнатная квартира · 130 м² · помесячно,500 000〒,"Есильский р-н, Мангилик ел — Мангилик ел-Керей Жанибека",https://krisha.kz/a/show/1000203045
159,1-комнатная квартира · 50 м² · 4/9 этаж · помесячно,200 000〒,"Нура р-н, Кайым Мухамедханов 21/2 — Комсомольский",https://krisha.kz/a/show/762246186
160,1-комнатная квартира · 13 м² · 5/5 этаж · помесячно,80 000〒,"Сарыарка р-н, Женис 70 — Алтынсарина",https://krisha.kz/a/show/760720131
161,3-комнатная квартира · 67.1 м² · 5/12 этаж · помесячно,220 000〒,"Сарыарка р-н, С 303 — По Тлендиева",https://krisha.kz/a/show/1000100933
162,2-комнатная квартира · 60 м² · 2/9 этаж · помесячно,260 000〒,"Есильский р-н, Керей-Жәнібек хандар 9 9 — Алматы",https://krisha.kz/a/show/762301937
163,2-комнатная квартира · 75 м² · 12/12 этаж · помесячно,230 000〒,"Алматы р-н, Кошкарбаева 44",https://krisha.kz/a/show/762182665
164,2-комнатная квартира · 68 м² · 8/23 этаж · помесячно,270 000〒,"Есильский р-н, Орынбор 1 — Напротив Ботанического сада",https://krisha.kz/a/show/671269645
165,1-комнатная квартира · 43 м² · 4/8 этаж · помесячно,200 000〒,"Есильский р-н, Фариза Онгарсынова 6 — Фариза Онгарсынова",https://krisha.kz/a/show/676348297
166,4-комнатная квартира · 165 м² · 2/5 этаж · помесячно,450 000〒,"Есильский р-н, Жубан Ана 9",https://krisha.kz/a/show/684410902
167,2-комнатная квартира · 53.4 м² · 2/8 этаж · помесячно,200 000〒,"Алматы р-н, Байтурсынова 53",https://krisha.kz/a/show/1000214240
168,1-комнатная квартира · 50 м² · 18/22 этаж · помесячно,200 000〒,"Есильский р-н, Акмешит 17/1 — Топовая локация",https://krisha.kz/a/show/761935123
169,2-комнатная квартира · 50 м² · 12/13 этаж · помесячно,250 000〒,"Алматы р-н, Тауелсиздик 34/9 — Топовая локация",https://krisha.kz/a/show/761934711
170,1-комнатная квартира · 30 м² · 5/10 этаж · помесячно,200 000〒,"Есильский р-н, Култегин 11/1",https://krisha.kz/a/show/698410163
171,1-комнатная квартира · 42 м² · 9/12 этаж · помесячно,170 000〒,"Есильский р-н, Абикен Бектуров 3/3",https://krisha.kz/a/show/762328446
172,1-комнатная квартира · 40 м² · 9/12 этаж · помесячно,220 000〒,"Нура р-н, Улы Дала",https://krisha.kz/a/show/699414130
173,2-комнатная квартира · 43 м² · 3/12 этаж · помесячно,200 000〒,"Сарайшык р-н, Нажимеденова 26/1",https://krisha.kz/a/show/761588879
